plate,channel,row,col,value,Plate_ID,chem_ID,chem_M,cell_line,neg_control,pos_control,well
Plate 1,Label2,6,9,465,Plate1,O-94,1.473e-05,c2,C-1,C-2,F09
Plate 1,Label2,6,10,570,Plate1,O-94,2.684e-05,c2,C-1,C-2,F10
Plate 1,Label2,6,11,475,Plate1,O-94,4.869e-05,c2,C-1,C-2,F11
Plate 1,Label2,6,12,410,Plate1,C-1,NA,c2,C-1,C-2,F12
Plate 1,Label2,6,13,505,Plate1,O-94,2.375e-07,c2,C-1,C-2,F13
Plate 1,Label2,6,14,515,Plate1,O-94,4.75e-07,c2,C-1,C-2,F14
Plate 1,Label2,6,15,645,Plate1,O-94,7.125e-07,c2,C-1,C-2,F15
Plate 1,Label2,6,16,590,Plate1,O-94,1.425e-06,c2,C-1,C-2,F16
Plate 1,Label2,6,17,695,Plate1,O-94,2.613e-06,c2,C-1,C-2,F17
Plate 1,Label2,6,18,590,Plate1,O-94,4.513e-06,c2,C-1,C-2,F18
Plate 1,Label2,6,19,625,Plate1,O-94,8.075e-06,c2,C-1,C-2,F19
Plate 1,Label2,6,20,420,Plate1,O-94,1.473e-05,c2,C-1,C-2,F20
Plate 1,Label2,6,21,535,Plate1,O-94,2.684e-05,c2,C-1,C-2,F21
Plate 1,Label2,6,22,665,Plate1,O-94,4.869e-05,c2,C-1,C-2,F22
Plate 1,Label2,6,23,510,Plate1,C-1,NA,c2,C-1,C-2,F23
Plate 1,Label2,6,24,485,Plate1,C-1,NA,c2,C-1,C-2,F24
Plate 1,Label2,7,1,570,Plate1,C-1,NA,c2,C-1,C-2,G01
Plate 1,Label2,7,2,600,Plate1,O-09,2.375e-07,c2,C-1,C-2,G02
Plate 1,Label2,7,3,500,Plate1,O-09,4.75e-07,c2,C-1,C-2,G03
Plate 1,Label2,7,4,600,Plate1,O-09,7.125e-07,c2,C-1,C-2,G04
Plate 1,Label2,7,5,660,Plate1,O-09,1.425e-06,c2,C-1,C-2,G05
Plate 1,Label2,7,6,570,Plate1,O-09,2.613e-06,c2,C-1,C-2,G06
Plate 1,Label2,7,7,615,Plate1,O-09,4.513e-06,c2,C-1,C-2,G07
Plate 1,Label2,7,8,650,Plate1,O-09,8.075e-06,c2,C-1,C-2,G08
Plate 1,Label2,7,9,535,Plate1,O-09,1.473e-05,c2,C-1,C-2,G09
Plate 1,Label2,7,10,665,Plate1,O-09,2.684e-05,c2,C-1,C-2,G10
Plate 1,Label2,7,11,915,Plate1,O-09,4.869e-05,c2,C-1,C-2,G11
Plate 1,Label2,7,13,450,Plate1,O-09,2.375e-07,c2,C-1,C-2,G13
Plate 1,Label2,7,14,560,Plate1,O-09,4.75e-07,c2,C-1,C-2,G14
Plate 1,Label2,7,15,490,Plate1,O-09,7.125e-07,c2,C-1,C-2,G15
Plate 1,Label2,7,16,520,Plate1,O-09,1.425e-06,c2,C-1,C-2,G16
Plate 1,Label2,7,17,480,Plate1,O-09,2.613e-06,c2,C-1,C-2,G17
Plate 1,Label2,7,18,725,Plate1,O-09,4.513e-06,c2,C-1,C-2,G18
Plate 1,Label2,7,19,585,Plate1,O-09,8.075e-06,c2,C-1,C-2,G19
Plate 1,Label2,7,20,730,Plate1,O-09,1.473e-05,c2,C-1,C-2,G20
Plate 1,Label2,7,21,615,Plate1,O-09,2.684e-05,c2,C-1,C-2,G21
Plate 1,Label2,7,22,695,Plate1,O-09,4.869e-05,c2,C-1,C-2,G22
Plate 1,Label2,7,23,415,Plate1,C-1,NA,c2,C-1,C-2,G23
Plate 1,Label2,7,24,460,Plate1,C-1,NA,c2,C-1,C-2,G24
Plate 1,Label2,8,1,310,Plate1,C-1,NA,c2,C-1,C-2,H01
Plate 1,Label2,8,2,545,Plate1,O-22,2.375e-07,c2,C-1,C-2,H02
Plate 1,Label2,8,3,640,Plate1,O-22,4.75e-07,c2,C-1,C-2,H03
Plate 1,Label2,8,4,445,Plate1,O-22,7.125e-07,c2,C-1,C-2,H04
Plate 1,Label2,8,5,620,Plate1,O-22,1.425e-06,c2,C-1,C-2,H05
Plate 1,Label2,8,6,615,Plate1,O-22,2.613e-06,c2,C-1,C-2,H06
Plate 1,Label2,8,7,475,Plate1,O-22,4.513e-06,c2,C-1,C-2,H07
Plate 1,Label2,8,8,520,Plate1,O-22,8.075e-06,c2,C-1,C-2,H08
Plate 1,Label2,8,9,570,Plate1,O-22,1.473e-05,c2,C-1,C-2,H09
Plate 1,Label2,8,10,670,Plate1,O-22,2.684e-05,c2,C-1,C-2,H10
Plate 1,Label2,8,11,725,Plate1,O-22,4.869e-05,c2,C-1,C-2,H11
Plate 1,Label2,8,12,390,Plate1,C-1,NA,c2,C-1,C-2,H12
Plate 1,Label2,8,13,445,Plate1,O-22,2.375e-07,c2,C-1,C-2,H13
Plate 1,Label2,8,14,470,Plate1,O-22,4.75e-07,c2,C-1,C-2,H14
Plate 1,Label2,8,15,440,Plate1,O-22,7.125e-07,c2,C-1,C-2,H15
Plate 1,Label2,8,16,495,Plate1,O-22,1.425e-06,c2,C-1,C-2,H16
Plate 1,Label2,8,17,510,Plate1,O-22,2.613e-06,c2,C-1,C-2,H17
Plate 1,Label2,8,18,615,Plate1,O-22,4.513e-06,c2,C-1,C-2,H18
Plate 1,Label2,8,19,630,Plate1,O-22,8.075e-06,c2,C-1,C-2,H19
Plate 1,Label2,8,20,525,Plate1,O-22,1.473e-05,c2,C-1,C-2,H20
Plate 1,Label2,8,21,530,Plate1,O-22,2.684e-05,c2,C-1,C-2,H21
Plate 1,Label2,8,22,720,Plate1,O-22,4.869e-05,c2,C-1,C-2,H22
Plate 1,Label2,8,23,410,Plate1,C-1,NA,c2,C-1,C-2,H23
Plate 1,Label2,8,24,400,Plate1,C-1,NA,c2,C-1,C-2,H24
Plate 1,Label2,9,1,520,Plate1,C-1,NA,c2,C-1,C-2,I01
Plate 1,Label2,9,2,670,Plate1,O-46,2.375e-07,c2,C-1,C-2,I02
Plate 1,Label2,9,3,610,Plate1,O-46,4.75e-07,c2,C-1,C-2,I03
Plate 1,Label2,9,4,485,Plate1,O-46,7.125e-07,c2,C-1,C-2,I04
Plate 1,Label2,9,5,425,Plate1,O-46,1.425e-06,c2,C-1,C-2,I05
Plate 1,Label2,9,6,580,Plate1,O-46,2.613e-06,c2,C-1,C-2,I06
Plate 1,Label2,9,7,595,Plate1,O-46,4.513e-06,c2,C-1,C-2,I07
Plate 1,Label2,9,8,705,Plate1,O-46,8.075e-06,c2,C-1,C-2,I08
Plate 1,Label2,9,9,685,Plate1,O-46,1.473e-05,c2,C-1,C-2,I09
Plate 1,Label2,9,10,715,Plate1,O-46,2.684e-05,c2,C-1,C-2,I10
Plate 1,Label2,9,11,745,Plate1,O-46,4.869e-05,c2,C-1,C-2,I11
Plate 1,Label2,9,12,500,Plate1,C-1,NA,c2,C-1,C-2,I12
Plate 1,Label2,9,13,570,Plate1,O-46,2.375e-07,c2,C-1,C-2,I13
Plate 1,Label2,9,14,415,Plate1,O-46,4.75e-07,c2,C-1,C-2,I14
Plate 1,Label2,9,15,420,Plate1,O-46,7.125e-07,c2,C-1,C-2,I15
Plate 1,Label2,9,16,515,Plate1,O-46,1.425e-06,c2,C-1,C-2,I16
Plate 1,Label2,9,17,585,Plate1,O-46,2.613e-06,c2,C-1,C-2,I17
Plate 1,Label2,9,18,550,Plate1,O-46,4.513e-06,c2,C-1,C-2,I18
Plate 1,Label2,9,19,455,Plate1,O-46,8.075e-06,c2,C-1,C-2,I19
Plate 1,Label2,9,20,520,Plate1,O-46,1.473e-05,c2,C-1,C-2,I20
Plate 1,Label2,9,21,540,Plate1,O-46,2.684e-05,c2,C-1,C-2,I21
Plate 1,Label2,9,22,650,Plate1,O-46,4.869e-05,c2,C-1,C-2,I22
Plate 1,Label2,9,23,530,Plate1,C-1,NA,c2,C-1,C-2,I23
Plate 1,Label2,9,24,345,Plate1,C-1,NA,c2,C-1,C-2,I24
Plate 1,Label2,10,1,400,Plate1,C-1,NA,c2,C-1,C-2,J01
Plate 1,Label2,10,2,570,Plate1,O-97,2.375e-07,c2,C-1,C-2,J02
Plate 1,Label2,10,3,490,Plate1,O-97,4.75e-07,c2,C-1,C-2,J03
Plate 1,Label2,10,4,405,Plate1,O-97,7.125e-07,c2,C-1,C-2,J04
Plate 1,Label2,10,5,600,Plate1,O-97,1.425e-06,c2,C-1,C-2,J05
Plate 1,Label2,10,6,510,Plate1,O-97,2.613e-06,c2,C-1,C-2,J06
Plate 1,Label2,10,7,790,Plate1,O-97,4.513e-06,c2,C-1,C-2,J07
Plate 1,Label2,10,8,570,Plate1,O-97,8.075e-06,c2,C-1,C-2,J08
Plate 1,Label2,10,9,635,Plate1,O-97,1.473e-05,c2,C-1,C-2,J09
Plate 1,Label2,10,10,740,Plate1,O-97,2.684e-05,c2,C-1,C-2,J10
Plate 1,Label2,10,11,580,Plate1,O-97,4.869e-05,c2,C-1,C-2,J11
Plate 1,Label2,10,12,565,Plate1,C-1,NA,c2,C-1,C-2,J12
Plate 1,Label2,10,13,390,Plate1,O-97,2.375e-07,c2,C-1,C-2,J13
Plate 1,Label2,10,14,510,Plate1,O-97,4.75e-07,c2,C-1,C-2,J14
Plate 1,Label2,10,15,570,Plate1,O-97,7.125e-07,c2,C-1,C-2,J15
Plate 1,Label2,10,16,620,Plate1,O-97,1.425e-06,c2,C-1,C-2,J16
Plate 1,Label2,10,17,410,Plate1,O-97,2.613e-06,c2,C-1,C-2,J17
Plate 1,Label2,10,18,700,Plate1,O-97,4.513e-06,c2,C-1,C-2,J18
Plate 1,Label2,10,19,565,Plate1,O-97,8.075e-06,c2,C-1,C-2,J19
Plate 1,Label2,10,20,500,Plate1,O-97,1.473e-05,c2,C-1,C-2,J20
Plate 1,Label2,10,21,635,Plate1,O-97,2.684e-05,c2,C-1,C-2,J21
Plate 1,Label2,10,22,515,Plate1,O-97,4.869e-05,c2,C-1,C-2,J22
Plate 1,Label2,10,24,315,Plate1,C-1,NA,c2,C-1,C-2,J24
Plate 1,Label2,11,1,305,Plate1,C-1,NA,c2,C-1,C-2,K01
Plate 1,Label2,11,2,380,Plate1,O-19,2.375e-07,c2,C-1,C-2,K02
Plate 1,Label2,11,3,390,Plate1,O-19,4.75e-07,c2,C-1,C-2,K03
Plate 1,Label2,11,4,490,Plate1,O-19,7.125e-07,c2,C-1,C-2,K04
Plate 1,Label2,11,5,520,Plate1,O-19,1.425e-06,c2,C-1,C-2,K05
Plate 1,Label2,11,6,515,Plate1,O-19,2.613e-06,c2,C-1,C-2,K06
Plate 1,Label2,11,7,530,Plate1,O-19,4.513e-06,c2,C-1,C-2,K07
Plate 1,Label2,11,8,645,Plate1,O-19,8.075e-06,c2,C-1,C-2,K08
Plate 1,Label2,11,9,675,Plate1,O-19,1.473e-05,c2,C-1,C-2,K09
Plate 1,Label2,11,10,625,Plate1,O-19,2.684e-05,c2,C-1,C-2,K10
Plate 1,Label2,11,11,780,Plate1,O-19,4.869e-05,c2,C-1,C-2,K11
Plate 1,Label2,11,12,560,Plate1,C-1,NA,c2,C-1,C-2,K12
Plate 1,Label2,11,13,410,Plate1,O-19,2.375e-07,c2,C-1,C-2,K13
Plate 1,Label2,11,14,430,Plate1,O-19,4.75e-07,c2,C-1,C-2,K14
Plate 1,Label2,11,15,500,Plate1,O-19,7.125e-07,c2,C-1,C-2,K15
Plate 1,Label2,11,16,530,Plate1,O-19,1.425e-06,c2,C-1,C-2,K16
Plate 1,Label2,11,17,535,Plate1,O-19,2.613e-06,c2,C-1,C-2,K17
Plate 1,Label2,11,18,575,Plate1,O-19,4.513e-06,c2,C-1,C-2,K18
Plate 1,Label2,11,19,655,Plate1,O-19,8.075e-06,c2,C-1,C-2,K19
Plate 1,Label2,11,20,600,Plate1,O-19,1.473e-05,c2,C-1,C-2,K20
Plate 1,Label2,11,21,760,Plate1,O-19,2.684e-05,c2,C-1,C-2,K21
Plate 1,Label2,11,22,800,Plate1,O-19,4.869e-05,c2,C-1,C-2,K22
Plate 1,Label2,11,23,535,Plate1,C-1,NA,c2,C-1,C-2,K23
Plate 1,Label2,11,24,460,Plate1,C-1,NA,c2,C-1,C-2,K24
Plate 1,Label2,12,1,475,Plate1,C-1,NA,c2,C-1,C-2,L01
Plate 1,Label2,12,2,570,Plate1,O-77,2.375e-07,c2,C-1,C-2,L02
Plate 1,Label2,12,3,490,Plate1,O-77,4.75e-07,c2,C-1,C-2,L03
Plate 1,Label2,12,4,420,Plate1,O-77,7.125e-07,c2,C-1,C-2,L04
Plate 1,Label2,12,5,680,Plate1,O-77,1.425e-06,c2,C-1,C-2,L05
Plate 1,Label2,12,6,455,Plate1,O-77,2.613e-06,c2,C-1,C-2,L06
Plate 1,Label2,12,7,365,Plate1,O-77,4.513e-06,c2,C-1,C-2,L07
Plate 1,Label2,12,8,475,Plate1,O-77,8.075e-06,c2,C-1,C-2,L08
Plate 1,Label2,12,9,435,Plate1,O-77,1.473e-05,c2,C-1,C-2,L09
Plate 1,Label2,12,10,370,Plate1,O-77,2.684e-05,c2,C-1,C-2,L10
Plate 1,Label2,12,11,585,Plate1,O-77,4.869e-05,c2,C-1,C-2,L11
Plate 1,Label2,12,12,440,Plate1,C-1,NA,c2,C-1,C-2,L12
Plate 1,Label2,12,13,455,Plate1,O-77,2.375e-07,c2,C-1,C-2,L13
Plate 1,Label2,12,14,340,Plate1,O-77,4.75e-07,c2,C-1,C-2,L14
Plate 1,Label2,12,15,390,Plate1,O-77,7.125e-07,c2,C-1,C-2,L15
Plate 1,Label2,12,16,375,Plate1,O-77,1.425e-06,c2,C-1,C-2,L16
Plate 1,Label2,12,17,325,Plate1,O-77,2.613e-06,c2,C-1,C-2,L17
Plate 1,Label2,12,18,470,Plate1,O-77,4.513e-06,c2,C-1,C-2,L18
Plate 1,Label2,12,19,430,Plate1,O-77,8.075e-06,c2,C-1,C-2,L19
Plate 1,Label2,12,20,460,Plate1,O-77,1.473e-05,c2,C-1,C-2,L20
Plate 1,Label2,12,21,420,Plate1,O-77,2.684e-05,c2,C-1,C-2,L21
Plate 1,Label2,12,22,535,Plate1,O-77,4.869e-05,c2,C-1,C-2,L22
Plate 1,Label2,12,23,335,Plate1,C-1,NA,c2,C-1,C-2,L23
Plate 1,Label2,12,24,305,Plate1,C-1,NA,c2,C-1,C-2,L24
Plate 1,Label2,13,1,400,Plate1,C-1,NA,c2,C-1,C-2,M01
Plate 1,Label2,13,2,1185,Plate1,C-2,9.831e-06,c2,C-1,C-2,M02
Plate 1,Label2,13,3,1140,Plate1,C-2,5.797e-06,c2,C-1,C-2,M03
Plate 1,Label2,13,4,1235,Plate1,C-2,3.458e-06,c2,C-1,C-2,M04
Plate 1,Label2,13,5,1240,Plate1,C-2,2.068e-06,c2,C-1,C-2,M05
Plate 1,Label2,13,6,860,Plate1,C-2,1.22e-06,c2,C-1,C-2,M06
Plate 1,Label2,13,7,725,Plate1,C-2,7.458e-07,c2,C-1,C-2,M07
Plate 1,Label2,13,8,770,Plate1,C-2,4.407e-07,c2,C-1,C-2,M08
Plate 1,Label2,13,9,685,Plate1,C-2,2.712e-07,c2,C-1,C-2,M09
Plate 1,Label2,13,10,615,Plate1,C-2,1.695e-07,c2,C-1,C-2,M10
Plate 1,Label2,13,11,605,Plate1,C-2,1.017e-07,c2,C-1,C-2,M11
Plate 1,Label2,13,12,595,Plate1,C-1,NA,c2,C-1,C-2,M12
Plate 1,Label2,13,13,1030,Plate1,C-2,9.831e-06,c2,C-1,C-2,M13
Plate 1,Label2,13,14,1320,Plate1,C-2,5.797e-06,c2,C-1,C-2,M14
Plate 1,Label2,13,15,1030,Plate1,C-2,3.458e-06,c2,C-1,C-2,M15
Plate 1,Label2,13,16,970,Plate1,C-2,2.068e-06,c2,C-1,C-2,M16
Plate 1,Label2,13,17,830,Plate1,C-2,1.22e-06,c2,C-1,C-2,M17
Plate 1,Label2,13,18,725,Plate1,C-2,7.458e-07,c2,C-1,C-2,M18
Plate 1,Label2,13,19,435,Plate1,C-2,4.407e-07,c2,C-1,C-2,M19
Plate 1,Label2,13,20,655,Plate1,C-2,2.712e-07,c2,C-1,C-2,M20
Plate 1,Label2,13,21,700,Plate1,C-2,1.695e-07,c2,C-1,C-2,M21
Plate 1,Label2,13,22,455,Plate1,C-2,1.017e-07,c2,C-1,C-2,M22
Plate 1,Label2,13,23,425,Plate1,C-1,NA,c2,C-1,C-2,M23
Plate 1,Label2,13,24,375,Plate1,C-1,NA,c2,C-1,C-2,M24
Plate 1,Label2,14,1,350,Plate1,C-1,NA,c2,C-1,C-2,N01
Plate 1,Label2,14,2,1065,Plate1,C-3,4.869e-05,c2,C-1,C-2,N02
Plate 1,Label2,14,3,815,Plate1,C-3,2.684e-05,c2,C-1,C-2,N03
Plate 1,Label2,14,4,605,Plate1,C-3,1.473e-05,c2,C-1,C-2,N04
Plate 1,Label2,14,5,770,Plate1,C-3,8.075e-06,c2,C-1,C-2,N05
Plate 1,Label2,14,6,495,Plate1,C-3,4.513e-06,c2,C-1,C-2,N06
Plate 1,Label2,14,7,365,Plate1,C-3,2.613e-06,c2,C-1,C-2,N07
Plate 1,Label2,14,8,380,Plate1,C-3,1.425e-06,c2,C-1,C-2,N08
Plate 1,Label2,14,9,460,Plate1,C-3,7.125e-07,c2,C-1,C-2,N09
Plate 1,Label2,14,10,370,Plate1,C-3,4.75e-07,c2,C-1,C-2,N10
Plate 1,Label2,14,11,460,Plate1,C-3,2.375e-07,c2,C-1,C-2,N11
Plate 1,Label2,14,12,485,Plate1,C-1,NA,c2,C-1,C-2,N12
Plate 1,Label2,14,13,1400,Plate1,C-3,4.869e-05,c2,C-1,C-2,N13
Plate 1,Label2,14,14,795,Plate1,C-3,2.684e-05,c2,C-1,C-2,N14
Plate 1,Label2,14,15,595,Plate1,C-3,1.473e-05,c2,C-1,C-2,N15
Plate 1,Label2,14,16,395,Plate1,C-3,8.075e-06,c2,C-1,C-2,N16
Plate 1,Label2,14,17,420,Plate1,C-3,4.513e-06,c2,C-1,C-2,N17
Plate 1,Label2,14,18,425,Plate1,C-3,2.613e-06,c2,C-1,C-2,N18
Plate 1,Label2,14,19,370,Plate1,C-3,1.425e-06,c2,C-1,C-2,N19
Plate 1,Label2,14,20,545,Plate1,C-3,7.125e-07,c2,C-1,C-2,N20
Plate 1,Label2,14,21,310,Plate1,C-3,4.75e-07,c2,C-1,C-2,N21
Plate 1,Label2,14,22,335,Plate1,C-3,2.375e-07,c2,C-1,C-2,N22
Plate 1,Label2,14,23,420,Plate1,C-1,NA,c2,C-1,C-2,N23
Plate 1,Label2,14,24,320,Plate1,C-1,NA,c2,C-1,C-2,N24
Plate 1,Label2,15,1,440,Plate1,C-1,NA,c2,C-1,C-2,O01
Plate 1,Label2,15,2,590,Plate1,C-4,4.873e-05,c2,C-1,C-2,O02
Plate 1,Label2,15,3,515,Plate1,C-4,2.425e-05,c2,C-1,C-2,O03
Plate 1,Label2,15,4,720,Plate1,C-4,1.201e-05,c2,C-1,C-2,O04
Plate 1,Label2,15,5,380,Plate1,C-4,5.893e-06,c2,C-1,C-2,O05
Plate 1,Label2,15,6,580,Plate1,C-4,2.946e-06,c2,C-1,C-2,O06
Plate 1,Label2,15,7,495,Plate1,C-4,1.587e-06,c2,C-1,C-2,O07
Plate 1,Label2,15,8,440,Plate1,C-4,6.8e-07,c2,C-1,C-2,O08
Plate 1,Label2,15,9,315,Plate1,C-4,4.533e-07,c2,C-1,C-2,O09
Plate 1,Label2,15,10,550,Plate1,C-4,2.267e-07,c2,C-1,C-2,O10
Plate 1,Label2,15,11,500,Plate1,C-4,1.137e-07,c2,C-1,C-2,O11
Plate 1,Label2,15,12,455,Plate1,C-1,NA,c2,C-1,C-2,O12
Plate 1,Label2,15,13,635,Plate1,C-4,4.873e-05,c2,C-1,C-2,O13
Plate 1,Label2,15,14,515,Plate1,C-4,2.425e-05,c2,C-1,C-2,O14
Plate 1,Label2,15,15,450,Plate1,C-4,1.201e-05,c2,C-1,C-2,O15
Plate 1,Label2,15,16,325,Plate1,C-4,5.893e-06,c2,C-1,C-2,O16
Plate 1,Label2,15,17,350,Plate1,C-4,2.946e-06,c2,C-1,C-2,O17
Plate 1,Label2,15,18,315,Plate1,C-4,1.587e-06,c2,C-1,C-2,O18
Plate 1,Label2,15,19,435,Plate1,C-4,6.8e-07,c2,C-1,C-2,O19
Plate 1,Label2,15,20,350,Plate1,C-4,4.533e-07,c2,C-1,C-2,O20
Plate 1,Label2,15,21,455,Plate1,C-4,2.267e-07,c2,C-1,C-2,O21
Plate 1,Label2,15,22,510,Plate1,C-4,1.137e-07,c2,C-1,C-2,O22
Plate 1,Label2,15,23,285,Plate1,C-1,NA,c2,C-1,C-2,O23
Plate 1,Label2,15,24,600,Plate1,C-1,NA,c2,C-1,C-2,O24
Plate 1,Label2,16,1,480,Plate1,C-1,NA,c2,C-1,C-2,P01
Plate 1,Label2,16,2,275,Plate1,C-1,NA,c2,C-1,C-2,P02
Plate 1,Label2,16,3,355,Plate1,C-1,NA,c2,C-1,C-2,P03
Plate 1,Label2,16,4,330,Plate1,C-1,NA,c2,C-1,C-2,P04
Plate 1,Label2,16,5,470,Plate1,C-1,NA,c2,C-1,C-2,P05
Plate 1,Label2,16,6,265,Plate1,C-1,NA,c2,C-1,C-2,P06
Plate 1,Label2,16,7,345,Plate1,C-1,NA,c2,C-1,C-2,P07
Plate 1,Label2,16,8,325,Plate1,C-1,NA,c2,C-1,C-2,P08
Plate 1,Label2,16,9,420,Plate1,C-1,NA,c2,C-1,C-2,P09
Plate 1,Label2,16,10,345,Plate1,C-1,NA,c2,C-1,C-2,P10
Plate 1,Label2,16,11,295,Plate1,C-1,NA,c2,C-1,C-2,P11
Plate 1,Label2,16,12,345,Plate1,C-1,NA,c2,C-1,C-2,P12
Plate 1,Label2,16,13,395,Plate1,C-1,NA,c2,C-1,C-2,P13
Plate 1,Label2,16,14,290,Plate1,C-1,NA,c2,C-1,C-2,P14
Plate 1,Label2,16,15,340,Plate1,C-1,NA,c2,C-1,C-2,P15
Plate 1,Label2,16,16,295,Plate1,C-1,NA,c2,C-1,C-2,P16
Plate 1,Label2,16,17,365,Plate1,C-1,NA,c2,C-1,C-2,P17
Plate 1,Label2,16,18,410,Plate1,C-1,NA,c2,C-1,C-2,P18
Plate 1,Label2,16,19,310,Plate1,C-1,NA,c2,C-1,C-2,P19
Plate 1,Label2,16,20,425,Plate1,C-1,NA,c2,C-1,C-2,P20
Plate 1,Label2,16,21,345,Plate1,C-1,NA,c2,C-1,C-2,P21
Plate 1,Label2,16,22,350,Plate1,C-1,NA,c2,C-1,C-2,P22
Plate 1,Label2,16,23,570,Plate1,C-1,NA,c2,C-1,C-2,P23
Plate 1,Label2,16,24,460,Plate1,C-1,NA,c2,C-1,C-2,P24
